,image_path,image_id,label
233,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H207_2.jpg,H207_2,Healthy
234,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H318_1.jpg,H318_1,Healthy
235,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H208.jpg,H208,Healthy
236,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H61_1.jpg,H61_1,Healthy
237,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H318_2.jpg,H318_2,Healthy
238,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H209_1.jpg,H209_1,Healthy
239,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H62_1.jpg,H62_1,Healthy
240,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H319.jpg,H319,Healthy
241,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H209_2.jpg,H209_2,Healthy
242,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H63_1.jpg,H63_1,Healthy
243,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H320_1.jpg,H320_1,Healthy
244,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H210_1.jpg,H210_1,Healthy
245,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H64_1.jpg,H64_1,Healthy
246,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H210_2.jpg,H210_2,Healthy
247,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H320_2.jpg,H320_2,Healthy
248,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H64_2.jpg,H64_2,Healthy
249,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H211.jpg,H211,Healthy
250,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H320_3.jpg,H320_3,Healthy
251,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H212_1.jpg,H212_1,Healthy
252,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H65_1.jpg,H65_1,Healthy
253,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H321_1.jpg,H321_1,Healthy
254,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H65_2.jpg,H65_2,Healthy
255,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H212_2.jpg,H212_2,Healthy
256,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H65_3.jpg,H65_3,Healthy
257,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H213.jpg,H213,Healthy
258,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H321_2.jpg,H321_2,Healthy
259,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H214.jpg,H214,Healthy
260,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H66_1.jpg,H66_1,Healthy
261,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H321_3.jpg,H321_3,Healthy
262,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H215.jpg,H215,Healthy
263,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H66_2.jpg,H66_2,Healthy
264,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H322_1.jpg,H322_1,Healthy
265,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H216.jpg,H216,Healthy
266,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H322_2.jpg,H322_2,Healthy
267,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H217.jpg,H217,Healthy
268,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H67_1.jpg,H67_1,Healthy
269,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H322_3.jpg,H322_3,Healthy
270,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H67_2.jpg,H67_2,Healthy
271,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H218_1.jpg,H218_1,Healthy
272,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H218_2.jpg,H218_2,Healthy
273,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H323.jpg,H323,Healthy
274,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H67_3.jpg,H67_3,Healthy
275,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H324.jpg,H324,Healthy
276,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H218_3.jpg,H218_3,Healthy
277,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H219_1.jpg,H219_1,Healthy
278,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H327_1.jpg,H327_1,Healthy
279,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H69_1.jpg,H69_1,Healthy
280,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H219_2.jpg,H219_2,Healthy
281,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H327_2.jpg,H327_2,Healthy
282,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H69_2.jpg,H69_2,Healthy
283,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H221_1.jpg,H221_1,Healthy
284,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H69_3.jpg,H69_3,Healthy
285,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H328_1.jpg,H328_1,Healthy
286,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H221_2.jpg,H221_2,Healthy
287,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H69_4.jpg,H69_4,Healthy
288,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H328_2.jpg,H328_2,Healthy
289,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H222.jpg,H222,Healthy
290,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H223_1.jpg,H223_1,Healthy
291,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H71_1.jpg,H71_1,Healthy
292,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H329_1.jpg,H329_1,Healthy
293,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H223_2.jpg,H223_2,Healthy
294,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H329_2.jpg,H329_2,Healthy
295,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H224.jpg,H224,Healthy
296,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H74_1.jpg,H74_1,Healthy
297,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H329_3.jpg,H329_3,Healthy
298,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H225_1.jpg,H225_1,Healthy
299,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H74_2.jpg,H74_2,Healthy
300,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H74_3.jpg,H74_3,Healthy
301,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H225_2.jpg,H225_2,Healthy
302,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H330_1.jpg,H330_1,Healthy
303,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H76_1.jpg,H76_1,Healthy
304,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H226_1.jpg,H226_1,Healthy
305,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H330_2.jpg,H330_2,Healthy
306,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H76_2.jpg,H76_2,Healthy
307,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H226_2.jpg,H226_2,Healthy
308,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H332_1.jpg,H332_1,Healthy
309,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H227.jpg,H227,Healthy
310,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H78_1.jpg,H78_1,Healthy
311,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H332_2.jpg,H332_2,Healthy
312,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H228_1.jpg,H228_1,Healthy
313,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H333_1.jpg,H333_1,Healthy
314,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H78_2.jpg,H78_2,Healthy
315,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H228_2.jpg,H228_2,Healthy
316,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H78_3.jpg,H78_3,Healthy
317,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H334.jpg,H334,Healthy
318,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H79_1.jpg,H79_1,Healthy
319,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H335_1.jpg,H335_1,Healthy
320,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H229.jpg,H229,Healthy
321,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H335_2.jpg,H335_2,Healthy
322,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H79_2.jpg,H79_2,Healthy
323,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H230.jpg,H230,Healthy
324,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H336_1.jpg,H336_1,Healthy
325,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H231_1.jpg,H231_1,Healthy
326,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H231_2.jpg,H231_2,Healthy
327,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H336_2.jpg,H336_2,Healthy
328,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H232_1.jpg,H232_1,Healthy
329,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H337_1.jpg,H337_1,Healthy
330,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H80_1.jpg,H80_1,Healthy
331,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H232_2.jpg,H232_2,Healthy
332,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H80_2.jpg,H80_2,Healthy
333,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H337_2.jpg,H337_2,Healthy
334,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H233_1.jpg,H233_1,Healthy
335,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H338_1.jpg,H338_1,Healthy
336,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H80_3.jpg,H80_3,Healthy
337,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H338_2.jpg,H338_2,Healthy
338,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H233_2.jpg,H233_2,Healthy
339,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H339_1.jpg,H339_1,Healthy
340,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H81_1.jpg,H81_1,Healthy
341,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H234.jpg,H234,Healthy
342,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H235.jpg,H235,Healthy
343,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H339_2.jpg,H339_2,Healthy
344,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H81_2.jpg,H81_2,Healthy
345,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H236_1.jpg,H236_1,Healthy
346,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H236_2.jpg,H236_2,Healthy
347,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H340_1.jpg,H340_1,Healthy
348,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H82_1.jpg,H82_1,Healthy
349,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H237.jpg,H237,Healthy
350,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H340_2.jpg,H340_2,Healthy
351,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H82_2.jpg,H82_2,Healthy
352,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H238.jpg,H238,Healthy
353,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H341_1.jpg,H341_1,Healthy
354,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H239_1.jpg,H239_1,Healthy
355,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H82_3.jpg,H82_3,Healthy
356,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H341_2.jpg,H341_2,Healthy
357,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H341_3.jpg,H341_3,Healthy
358,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H239_2.jpg,H239_2,Healthy
359,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H83_1.jpg,H83_1,Healthy
360,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H342_1.jpg,H342_1,Healthy
361,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H83_2.jpg,H83_2,Healthy
362,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H342_2.jpg,H342_2,Healthy
363,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H84_1.jpg,H84_1,Healthy
364,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H343_!.jpg,H343_!,Healthy
365,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H84_2.jpg,H84_2,Healthy
366,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H343_2.jpg,H343_2,Healthy
367,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H84_3.jpg,H84_3,Healthy
368,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H245_1.jpg,H245_1,Healthy
369,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H344.jpg,H344,Healthy
370,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H245_2.jpg,H245_2,Healthy
371,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H85_1.jpg,H85_1,Healthy
372,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H246.jpg,H246,Healthy
373,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H85_2.jpg,H85_2,Healthy
374,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H249_1.jpg,H249_1,Healthy
375,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H85_3.jpg,H85_3,Healthy
376,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H345_1.jpg,H345_1,Healthy
377,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H86_1.jpg,H86_1,Healthy
378,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H249_2.jpg,H249_2,Healthy
379,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H345_2.jpg,H345_2,Healthy
380,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H86_2.jpg,H86_2,Healthy
381,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H251_1.jpg,H251_1,Healthy
382,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H251_2.jpg,H251_2,Healthy
383,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H86_3.jpg,H86_3,Healthy
384,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H347_1.jpg,H347_1,Healthy
385,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H252_1.jpg,H252_1,Healthy
386,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H347_2.jpg,H347_2,Healthy
387,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H87_1.jpg,H87_1,Healthy
388,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H252_2.jpg,H252_2,Healthy
389,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H87_2.jpg,H87_2,Healthy
390,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H349.jpg,H349,Healthy
391,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H253_1.jpg,H253_1,Healthy
392,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H87_3.jpg,H87_3,Healthy
393,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H253_2.jpg,H253_2,Healthy
394,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H88_1.jpg,H88_1,Healthy
395,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H253_3.jpg,H253_3,Healthy
396,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H88_2.jpg,H88_2,Healthy
397,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H350_1.jpg,H350_1,Healthy
398,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H254_1.jpg,H254_1,Healthy
399,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H350_2.jpg,H350_2,Healthy
400,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H254_2.jpg,H254_2,Healthy
401,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H89_1.jpg,H89_1,Healthy
402,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H256_1.jpg,H256_1,Healthy
403,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H351.jpg,H351,Healthy
404,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H352.jpg,H352,Healthy
405,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H256_2.jpg,H256_2,Healthy
406,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H90_1.jpg,H90_1,Healthy
407,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H257.jpg,H257,Healthy
408,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H91_1.jpg,H91_1,Healthy
409,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H353.jpg,H353,Healthy
410,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H258.jpg,H258,Healthy
411,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H354.jpg,H354,Healthy
412,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H259_1.jpg,H259_1,Healthy
413,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H92_1.jpg,H92_1,Healthy
414,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H259_2.jpg,H259_2,Healthy
415,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H260_1.jpg,H260_1,Healthy
416,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H94.jpg,H94,Healthy
417,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H358_1.jpg,H358_1,Healthy
418,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H358_2.jpg,H358_2,Healthy
419,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H95_1.jpg,H95_1,Healthy
420,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H260_2.jpg,H260_2,Healthy
421,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H358_3.jpg,H358_3,Healthy
422,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H261.jpg,H261,Healthy
423,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H96_1.jpg,H96_1,Healthy
424,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H262_1.jpg,H262_1,Healthy
425,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H262_2.jpg,H262_2,Healthy
426,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H96_2.jpg,H96_2,Healthy
427,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H96_3.jpg,H96_3,Healthy
428,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H359_1.jpg,H359_1,Healthy
429,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H97_1.jpg,H97_1,Healthy
430,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H263.jpg,H263,Healthy
431,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H262.jpg,H262,Healthy
432,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H359_2.jpg,H359_2,Healthy
433,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H98_1.jpg,H98_1,Healthy
434,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H359_3.jpg,H359_3,Healthy
435,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H265_1.jpg,H265_1,Healthy
436,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H265_2.jpg,H265_2,Healthy
437,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H99_1.jpg,H99_1,Healthy
438,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H266_1.jpg,H266_1,Healthy
439,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H99_2.jpg,H99_2,Healthy
440,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H361_1.jpg,H361_1,Healthy
441,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H266_2.jpg,H266_2,Healthy
442,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H100_1.jpg,H100_1,Healthy
443,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H361_2.jpg,H361_2,Healthy
444,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H267_1.jpg,H267_1,Healthy
445,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H101_1.jpg,H101_1,Healthy
446,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H361_3.jpg,H361_3,Healthy
447,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H267_2.jpg,H267_2,Healthy
448,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H102_1.jpg,H102_1,Healthy
449,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H267_3.jpg,H267_3,Healthy
450,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H362_1.jpg,H362_1,Healthy
451,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H103_1.jpg,H103_1,Healthy
452,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H268_1.jpg,H268_1,Healthy
453,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H103_2.jpg,H103_2,Healthy
454,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H362_2.jpg,H362_2,Healthy
455,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H103_3.jpg,H103_3,Healthy
456,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H268_2.jpg,H268_2,Healthy
457,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H268_3.jpg,H268_3,Healthy
458,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H362_3.jpg,H362_3,Healthy
459,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H103_4.jpg,H103_4,Healthy
460,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H269_1.jpg,H269_1,Healthy
461,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H104_1.jpg,H104_1,Healthy
462,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H269_2.jpg,H269_2,Healthy
463,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H363_1.jpg,H363_1,Healthy
464,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H270_1.jpg,H270_1,Healthy
465,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H105_1.jpg,H105_1,Healthy
466,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H363_2.jpg,H363_2,Healthy
467,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H270_2.jpg,H270_2,Healthy
468,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H105_2.jpg,H105_2,Healthy
469,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H270_3.jpg,H270_3,Healthy
470,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H105_3.jpg,H105_3,Healthy
471,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H364.jpg,H364,Healthy
472,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H127_1.jpg,H127_1,Healthy
473,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H271.jpg,H271,Healthy
474,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H365_1.jpg,H365_1,Healthy
475,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H272_1.jpg,H272_1,Healthy
476,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H106_1.jpg,H106_1,Healthy
477,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H365_2.jpg,H365_2,Healthy
478,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H272_2.jpg,H272_2,Healthy
479,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H365_3.jpg,H365_3,Healthy
480,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H106_2.jpg,H106_2,Healthy
481,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H366_1.jpg,H366_1,Healthy
482,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H274_1.jpg,H274_1,Healthy
483,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H106_3.jpg,H106_3,Healthy
484,/gdrive/MyDrive/Final_Project/Project_Code/image_copy4/Healthy/H366_2.jpg,H366_2,Healthy
